id,title,houseIcon,dealDate,totalPrice,positionIcon,source,unitPrice,dealHouseTxt
194,花市枣苑三期 3室2厅 141.19平米,东南 北 | 其他 | 有电梯,2017.06.14,1600,低楼层(共18层) 2005年建塔楼,链家成交,113475,3000
195,冠城名敦道 1室1厅 61.93平米,东南 | 精装 | 有电梯,2017.06.13,590,中楼层(共23层) 2009年建塔楼,链家成交,96721,419
196,水上华城 1室1厅 60.65平米,西 | 精装 | 有电梯,2017.06.07,700,高楼层(共20层) 2004年建板塔结合,链家成交,116666,3000
197,本家润园三期 2室1厅 67.73平米,西 | 精装 | 有电梯,2017.06.02,730,高楼层(共18层) 2005年建塔楼,链家成交,108955,3000
199,长青园 2室1厅 57.73平米,南 北 | 简装 | 无电梯,2017.05.27,530,顶层(共6层) 1988年建板楼,链家成交,92982,1065
200,林调社区 1室1厅 40.83平米,南 | 精装,2017.05.26,522,中楼层(共13层) 1994年建板塔结合,链家成交,130500,3000
201,新中西街 1室1厅 38.75平米,南 | 精装 | 无电梯,2017.05.25,450,中楼层(共7层) 1990年建板楼,链家成交,118421,535
202,安外大街 3室1厅 81.73平米,东 北 | 其他 | 有电梯,2017.05.13,795,高楼层(共16层) 1994年建板楼,链家成交,98148,1069
203,冠城名敦道 1室0厅 52.08平米,西 | 精装 | 有电梯,2017.05.12,478,顶层(共23层) 2009年建塔楼,链家成交,91923,419
204,华龙美晟 2室1厅 72.41平米,东北 | 简装 | 有电梯,2017.05.07,598,低楼层(共12层) 2009年建板塔结合,链家成交,83055,607
206,新奥洋房 2室1厅 87.79平米,东 | 简装 | 有电梯,2017.05.06,770,高楼层(共13层) 2006年建板塔结合,链家成交,88505,3000
207,富贵园四区 1室1厅 53.17平米,东 | 精装 | 有电梯,2017.05.05,660,低楼层(共10层) 2006年建板塔结合,链家成交,124528,124
208,太华公寓 1室1厅 104.38平米,西 | 精装 | 有电梯,2017.04.24,870,高楼层(共18层) 2000年建塔楼,链家成交,83653,451
209,朝阳首府 2室1厅 88.25平米,东 南 | 其他 | 有电梯,2017.04.21,1100,中楼层(共15层) 2009年建塔楼,链家成交,125000,102
211,胡家园小区 1室1厅 42.26平米,南 | 简装 | 无电梯,2017.04.14,395,中楼层(共6层) 1985年建板楼,链家成交,94047,3000
212,左安浦园 1室0厅 37.4平米,北 | 简装 | 有电梯,2017.04.11,385,底层(共18层) 板塔结合,链家成交,104054,3000
213,东环居苑 2室2厅 99.23平米,西北 | 简装 | 有电梯,2017.04.06,850,中楼层(共18层) 2004年建塔楼,链家成交,85858,3000
214,广和里 2室1厅 48.87平米,南 北 | 精装 | 无电梯,2017.04.01,350,中楼层(共6层) 1976年建板楼,链家成交,72916,3000
215,东花市北里西区 2室1厅 134.86平米,南 北 | 精装 | 有电梯,2017.03.30,1450,低楼层(共9层) 1996年建板楼,链家成交,108208,720
216,东直门外斜街 3室1厅 76.39平米,东南 | 精装,2017.03.28,762,中楼层(共16层) 塔楼,链家成交,100263,807
217,赵堂子胡同 2室1厅 60.39平米,南 北 | 其他 | 无电梯,2017.03.27,720,中楼层(共6层) 1988年建板楼,链家成交,120000,1025
218,赵堂子胡同 2室1厅 59.96平米,南 北 | 简装 | 无电梯,2017.03.25,660,顶层(共6层) 1990年建板楼,链家成交,111864,1062
219,和平里二区 2室1厅 80.57平米,南 西 | 精装 | 有电梯,2017.03.22,920,顶层(共20层) 2006年建塔楼,链家成交,115000,622
220,金世纪嘉园 2室1厅 67.02平米,西南 | 精装 | 有电梯,2017.03.22,700,中楼层(共21层) 2004年建塔楼,链家成交,104477,1102
221,民安小区东直门内北小街 1室1厅 50.86平米,南 | 其他 | 有电梯,2017.03.21,735,中楼层(共16层) 2003年建板楼,链家成交,147000,696
222,新景家园东区 1室1厅 59.73平米,东 | 精装 | 有电梯,2017.03.21,700,高楼层(共17层) 2004年建板楼,链家成交,118644,733
223,杨家园西里 2室1厅 57平米,南 北 | 精装 | 无电梯,2017.03.20,500,底层(共6层) 1980年建板楼,链家成交,87719,3000
224,李村东里 2室1厅 55.54平米,东 西 | 简装 | 无电梯,2017.03.18,480,顶层(共6层) 1982年建板楼,链家成交,87272,553
225,安外东河沿 2室1厅 61.43平米,南 | 其他 | 有电梯,2017.03.17,798,中楼层(共16层) 1988年建塔楼,链家成交,130819,3000
226,金鱼池西区 2室1厅 61.33平米,南 北 | 精装 | 无电梯,2017.03.17,698,底层(共4层) 2003年建板塔结合,链家成交,114426,486
227,金桥国际 1室1厅 74.13平米,南 | 精装 | 有电梯,2017.03.16,685,低楼层(共21层) 2004年建塔楼,链家成交,92567,3000
228,新中西街 1室1厅 44.71平米,东 | 简装 | 无电梯,2017.03.16,540,高楼层(共7层) 1990年建板楼,链家成交,122727,186
229,左安浦园 1室1厅 74.79平米,南 | 精装 | 有电梯,2017.03.16,598,高楼层(共18层) 板塔结合,链家成交,80810,3000
230,南水关 2室1厅 70.94平米,南 北 | 其他 | 有电梯,2017.03.15,700,低楼层(共14层) 1995年建板楼,链家成交,100000,3000
231,海运仓小区 3室1厅 82.68平米,南 北 | 简装 | 无电梯,2017.03.15,1150,低楼层(共7层) 2003年建板楼,链家成交,140243,3000
232,兴隆都市馨园 1室0厅 27.2平米,北 | 精装 | 有电梯,2017.03.15,370,中楼层(共7层) 2004年建塔楼,链家成交,137037,3000
233,新景家园东区 1室0厅 41.38平米,东 | 精装 | 有电梯,2017.03.13,550,高楼层(共15层) 2008年建板塔结合,链家成交,134146,447
234,金桥国际 1室1厅 63.21平米,西 | 精装 | 有电梯,2017.03.13,598,中楼层(共19层) 2004年建塔楼,链家成交,94920,3000
235,国瑞城中区 3室1厅 96.26平米,南 | 精装 | 有电梯,2017.03.13,1100,低楼层(共16层) 2004年建板塔结合,链家成交,114583,800
236,李村东里 2室1厅 49.96平米,南 北 | 简装 | 无电梯,2017.03.13,360,地下室(共6层) 1982年建板楼,链家成交,73469,3000
238,新奥洋房 2室1厅 63.7平米,西 | 其他 | 有电梯,2017.03.12,530,中楼层(共13层) 2006年建板塔结合,链家成交,84126,3000
239,新奥洋房 2室1厅 108.82平米,东 西 | 精装 | 有电梯,2017.03.12,870,低楼层(共11层) 2006年建板塔结合,链家成交,80555,3000
240,法华南里 1室1厅 47.56平米,西 | 简装 | 无电梯,2017.03.12,445,高楼层(共6层) 1993年建板楼,链家成交,94680,943
241,察慈小区 1室1厅 49.33平米,南 北 | 简装 | 有电梯,2017.03.12,473,中楼层(共12层) 1992年建板塔结合,链家成交,96530,3000
243,万国城MOMA 2室2厅 147.88平米,西北 | 精装 | 有电梯,2017.03.10,1520,高楼层(共22层) 2006年建塔楼,链家成交,103401,3000
244,和平里一区 1室1厅 42.56平米,南 | 简装 | 有电梯,2017.03.10,575,顶层(共11层) 1990年建板塔结合,链家成交,136904,480
245,悠胜美苑 2室1厅 86.68平米,南 北 | 其他 | 有电梯,2017.03.09,519,底层(共12层) 2011年建板塔结合,链家成交,60348,3000
246,西青年沟 2室1厅 50.9平米,南 | 精装,2017.03.09,600,中楼层(共6层) 1987年建板楼,链家成交,120000,3000
247,长青园 2室1厅 57.69平米,南 北 | 简装 | 无电梯,2017.03.08,480,高楼层(共6层) 1990年建板楼,链家成交,84210,1073
248,北竹杆胡同 1室1厅 55.86平米,东 | 精装 | 无电梯,2017.03.08,550,中楼层(共6层) 2003年建板楼,链家成交,100000,367
249,兴隆都市馨园 1室0厅 28.7平米,南 | 精装 | 有电梯,2017.03.07,370,低楼层(共7层) 2004年建塔楼,链家成交,132142,3000
251,广渠家园 2室2厅 71.15平米,东 | 简装 | 有电梯,2017.03.06,640,低楼层(共29层) 2009年建板塔结合,链家成交,90140,471
252,富莱茵花园 2室1厅 51.95平米,东南 | 精装 | 有电梯,2017.03.06,380,低楼层(共21层) 1995年建塔楼,链家成交,74509,1008
253,民安小区东直门内北小街 4室1厅 139.41平米,东 西 北 | 其他 | 有电梯,2017.03.06,1350,高楼层(共16层) 2003年建板楼,链家成交,97122,696
254,上龙西里 1室1厅 55.47平米,西南 | 精装 | 有电梯,2017.03.06,630,高楼层(共18层) 1993年建塔楼,链家成交,114545,437
255,前门东大街 2室1厅 50.08平米,南 北 | 精装 | 有电梯,2017.03.05,545,低楼层(共12层) 1979年建板塔结合,链家成交,109000,705
256,新怡家园 2室2厅 131.91平米,南 | 精装 | 有电梯,2017.03.03,1710,中楼层(共15层) 2004年建板楼,链家成交,130534,486
257,和平里九区 3室1厅 88.8平米,西北 | 精装,2017.03.03,700,中楼层(共6层) 1960年建板楼,链家成交,79545,3000
258,小黄庄一区 2室1厅 55.87平米,东 西 | 精装 | 无电梯,2017.03.02,660,低楼层(共6层) 1994年建板楼,链家成交,120000,3000
259,水上华城 1室1厅 51.1平米,北 | 精装 | 有电梯,2017.03.02,570,顶层(共23层) 2005年建板塔结合,链家成交,111764,3000
260,永定门东街中里 2室1厅 49.89平米,南 北 | 精装,2017.03.01,400,高楼层(共6层) 1976年建板楼,链家成交,81632,3000
261,琉璃井东街 1室1厅 36.58平米,南 | 简装 | 无电梯,2017.03.01,350,中楼层(共6层) 1980年建板楼,链家成交,97222,677
262,法华南里 2室1厅 67.63平米,南 北 | 简装 | 无电梯,2017.02.28,360,地下室(共6层) 1995年建板楼,链家成交,53731,662
263,中海紫御公馆 2室1厅 61.54平米,北 | 精装 | 有电梯,2017.02.28,660,中楼层(共22层) 2010年建板塔结合,链家成交,108196,3000
264,安乐林二条 2室1厅 57.84平米,南 北 | 简装 | 无电梯,2017.02.28,368,顶层(共6层) 1990年建板楼,链家成交,64561,3000
265,广渠家园 1室1厅 51.35平米,西 | 简装 | 有电梯,2017.02.27,435,高楼层(共29层) 2009年建板塔结合,链家成交,85294,3000
266,中海紫御公馆 1室2厅 61.54平米,东 北 | 精装 | 有电梯,2017.02.27,640,低楼层(共22层) 2010年建板塔结合,链家成交,104918,3000
267,光明楼 1室1厅 41.3平米,南 北 | 简装 | 无电梯,2017.02.27,460,中楼层(共6层) 1992年建板楼,链家成交,112195,3000
269,南弓匠营胡同 3室1厅 83.88平米,南 北 | 精装 | 无电梯,2017.02.27,1200,中楼层(共6层) 2003年建板楼,链家成交,144578,756
270,东方银座 2室1厅 113.17平米,东北 | 精装 | 有电梯,2017.02.27,950,中楼层(共25层) 2003年建塔楼,链家成交,84070,3000
271,土儿胡同 2室1厅 69.06平米,南 北 | 简装 | 无电梯,2017.02.26,960,底层(共6层) 2002年建板楼,链家成交,139130,895
272,崇文门东大街 2室1厅 74.4平米,南 西 北 | 精装 | 有电梯,2017.02.26,770,中楼层(共14层) 1980年建板楼,链家成交,104054,1144
273,东直门北大街 2室1厅 61.39平米,东 西 | 精装 | 有电梯,2017.02.26,630,高楼层(共14层) 1990年建板塔结合,链家成交,103278,3000
274,中海紫御公馆 1室2厅 61.49平米,西北 | 精装 | 有电梯,2017.02.26,666,高楼层(共22层) 2010年建板塔结合,链家成交,109180,3000
276,中海紫御公馆 2室2厅 89.49平米,南 北 | 精装 | 有电梯,2017.02.26,1100,顶层(共22层) 2010年建板塔结合,链家成交,123595,3000
277,保利蔷薇 1室1厅 48.6平米,西南 | 精装 | 有电梯,2017.02.25,550,低楼层(共16层) 2008年建板塔结合,链家成交,114583,610
278,豆瓣胡同 2室1厅 91平米,东南 | 精装 | 有电梯,2017.02.24,1280,中楼层(共12层) 2003年建板楼,链家成交,140659,3000
279,前门东大街 3室1厅 55.59平米,西北 | 简装 | 有电梯,2017.02.24,490,底层(共13层) 1979年建塔楼,链家成交,89090,3000
280,新景家园东区 1室0厅 37.22平米,东 | 精装 | 有电梯,2017.02.24,493,中楼层(共15层) 2008年建板塔结合,链家成交,133243,447
281,太华公寓 2室1厅 112.97平米,西北 | 简装 | 有电梯,2017.02.23,780,高楼层(共18层) 2000年建塔楼,链家成交,69642,3000
283,光明西里 2室1厅 50.43平米,东 西 | 精装 | 无电梯,2017.02.23,500,顶层(共5层) 1978年建板楼,链家成交,100000,3000
284,春秀路 1室1厅 50.16平米,南 | 简装 | 有电梯,2017.02.22,528,高楼层(共9层) 1998年建板塔结合,链家成交,105600,3000
285,南竹杆胡同 2室1厅 66.69平米,东 南 北 | 其他 | 无电梯,2017.02.22,750,高楼层(共6层) 2003年建板楼,链家成交,113636,391
286,新景家园东区 2室1厅 75.64平米,南 北 | 精装 | 有电梯,2017.02.21,868,低楼层(共13层) 2006年建板塔结合,链家成交,115733,549
287,东方财富 1室0厅 44.82平米,东 | 精装 | 有电梯,2017.02.20,452,高楼层(共15层) 2006年建板塔结合,链家成交,102727,307
288,光明西里 2室0厅 49.87平米,东 西 北 | 精装 | 无电梯,2017.02.20,450,顶层(共5层) 1978年建板楼,链家成交,91836,3000
289,景泰西里 2室1厅 52.66平米,南 | 简装 | 无电梯,2017.02.20,358,低楼层(共6层) 1983年建板楼,链家成交,68846,3000
290,金桥国际 1室1厅 60.51平米,北 | 精装 | 有电梯,2017.02.20,536,低楼层(共27层) 2004年建塔楼,链家成交,89333,3000
292,忠实里 2室1厅 61.97平米,东北 | 精装 | 有电梯,2017.02.20,545,低楼层(共16层) 1980年建塔楼,链家成交,89344,3000
293,富莱茵花园 2室1厅 56.8平米,南 北 | 简装 | 无电梯,2017.02.19,255,地下室(共6层) 1990年建板楼,链家成交,45535,3000
294,东方财富 1室0厅 45.29平米,东 | 精装 | 有电梯,2017.02.17,425,中楼层(共15层) 2006年建板塔结合,链家成交,94444,307
295,本家润园三期 2室1厅 63.94平米,东 | 精装 | 有电梯,2017.02.16,610,高楼层(共18层) 2005年建塔楼,链家成交,96825,3000
296,西香河园 1室1厅 39.4平米,东北 | 精装,2017.02.15,390,低楼层(共6层) 1980年建板楼,链家成交,100000,210
297,中海紫御公馆 2室1厅 61.36平米,东北 | 精装 | 有电梯,2017.02.15,660,高楼层(共22层) 2010年建板塔结合,链家成交,108196,3000
298,兴隆都市馨园 2室1厅 68.33平米,南 北 | 精装 | 无电梯,2017.02.14,735,中楼层(共6层) 2003年建板塔结合,链家成交,108088,552
299,定安里 1室1厅 40平米,南 | 精装 | 无电梯,2017.02.13,293,顶层(共6层) 1983年建板楼,链家成交,73250,3000
300,本家润园三期 2室1厅 63.75平米,西 | 简装 | 有电梯,2017.02.13,620,中楼层(共18层) 2005年建塔楼,链家成交,98412,3000
301,兴隆都市馨园 2室1厅 72.57平米,南 | 精装 | 无电梯,2017.02.13,715,顶层(共6层) 2003年建板塔结合,链家成交,99305,586
302,鸿安国际大厦 4室2厅 238平米,南 北 | 其他,2017.02.12,1620,高楼层(共13层) 2004年建板塔结合,链家成交,68067,634
303,绿景苑 1室0厅 31.36平米,北 | 精装 | 有电梯,2017.02.11,410,中楼层(共12层) 2002年建板塔结合,链家成交,132258,1140
305,东厂胡同 3室1厅 69.63平米,南 北 | 简装 | 无电梯,2017.02.08,798,低楼层(共6层) 1987年建板楼,链家成交,115652,3000
306,和平里七区 2室1厅 55.4平米,南 | 精装 | 无电梯,2017.02.07,535,顶层(共4层) 1979年建板楼,链家成交,97272,472
307,民旺园 2室1厅 47.1平米,南 | 精装 | 无电梯,2017.02.07,485,顶层(共5层) 1982年建板楼,链家成交,103191,3000
308,金鱼池中区 2室1厅 66.75平米,南 北 | 其他 | 无电梯,2017.02.06,350,地下室(共6层) 2002年建板楼,链家成交,53030,3000
309,金鱼池中区 3室2厅 126.67平米,南 北 | 精装 | 无电梯,2017.02.04,960,中楼层(共6层) 2002年建板楼,链家成交,76190,3000
310,琉璃井东街 2室1厅 57.51平米,东 西 | 精装 | 无电梯,2017.01.25,442,高楼层(共6层) 1980年建板楼,链家成交,77543,677
311,朝阳门北小街 2室1厅 67.86平米,南 北 | 精装 | 无电梯,2017.01.24,900,底层(共6层) 2003年建板楼,链家成交,134328,1003
312,建予园 2室1厅 66.88平米,南 | 简装 | 有电梯,2017.01.23,435,中楼层(共16层) 1999年建塔楼,链家成交,65909,3000
313,悠胜美苑 2室1厅 94.8平米,东南 | 其他 | 有电梯,2017.01.22,610,高楼层(共12层) 2011年建板塔结合,链家成交,64893,3000
315,国瑞城东区 1室1厅 58.18平米,南 | 其他 | 有电梯,2017.01.20,538,中楼层(共16层) 2006年建板塔结合,链家成交,92758,3000
316,城市亮点 1室1厅 47.18平米,北 | 简装 | 有电梯,2017.01.18,388,顶层(共12层) 2002年建板塔结合,链家成交,82553,479
317,新景家园东区 1室1厅 59.19平米,南 | 精装 | 有电梯,2017.01.15,600,高楼层(共16层) 2002年建板塔结合,链家成交,101694,706
318,太华公寓 2室1厅 122.1平米,南 | 精装 | 有电梯,2017.01.15,795,低楼层(共18层) 2000年建塔楼,链家成交,65163,451
319,和平里七区 2室1厅 56.1平米,南 北 | 精装 | 无电梯,2017.01.14,560,底层(共6层) 1988年建板楼,链家成交,100000,3000
320,定安里 2室1厅 70.32平米,南 | 简装 | 无电梯,2017.01.14,385,高楼层(共6层) 1984年建板楼,链家成交,55000,418
321,兴隆都市馨园 1室0厅 28.48平米,南 | 精装 | 有电梯,2017.01.14,320,底层(共7层) 2004年建塔楼,链家成交,114285,3000
322,东直门北大街 3室1厅 77平米,东 西 | 精装 | 有电梯,2017.01.13,720,高楼层(共14层) 1990年建板塔结合,链家成交,93506,3000
324,小黄庄一区 2室1厅 56.63平米,南 北 | 简装 | 无电梯,2017.01.08,580,中楼层(共6层) 1994年建板楼,链家成交,103571,1156
325,东外公馆 1室0厅 45.8平米,南 | 简装 | 有电梯,2017.01.08,460,高楼层(共11层) 2007年建板塔结合,链家成交,102222,3000
326,元嘉国际公寓 1室0厅 47.45平米,西 | 精装 | 有电梯,2017.01.06,470,顶层(共10层) 2003年建塔楼,链家成交,100000,589
327,和平里七区 1室1厅 43.67平米,南 | 简装 | 无电梯,2017.01.06,430,底层(共6层) 1989年建板楼,链家成交,100000,3000
328,青年沟 2室1厅 64.17平米,南 北 | 其他 | 无电梯,2017.01.04,535,中楼层(共6层) 1996年建板楼,链家成交,83593,3000
329,北官厅胡同甲二号院 1室1厅 41.33平米,南 | 其他 | 无电梯,2017.01.03,500,中楼层(共6层) 1993年建板楼,链家成交,121951,990
330,小黄庄一区 2室1厅 63.81平米,南 | 精装 | 有电梯,2017.01.01,570,中楼层(共21层) 1990年建板塔结合,链家成交,90476,1064
331,万国城MOMA 2室2厅 111.01平米,北 | 精装 | 有电梯,2016.12.31,490,底层(共2层) 2007年建板塔结合,链家成交,44144,3000
